text,is_toxic
jalan mulussss sih badan kurus pikir lurus negeri sangat urus guys dorong kembang ekonomi jawa wilayah selatan bangun kembang jalur pantai selatan mlg diri trenggalek tuju pacitan tetap,0
serius umat katolik renaissance xf0 x9f x98 x95,0
tolak hoaks pilih kepala daerah kota damai,0
menteri lingkung hidup hutan upaya perata ekonomi tora kawasan hutan hutan sosial,0
just in case missed it budaya tradisi petik pari beras hitam laku warga tani dukuh purworejo keluarga sutojayan kabupaten blitar moga inspirasi lestari tradisi panen raya via,0
memang anak anjing kampang,1
xe2 x80 x94 kamu semua tidak pernah tanggap gue iya memang tidak selalu acang sih please kamu semua kayak mandang gue dasar autis kerja main handphone mulu please gue cari lampias kamu semua tidak posisi gue jadi tidak usah banyak,0
iya sipit xf0 x9f x98 xb3lah malah tertawa iya jangan marah skincare mahal xf0 x9f x98 x82,0
sayang banget kalau tidak cewek jilbab bro cantik padahal haha ngentot toilet uniform resource locator,0
salah jokowi ahok kafir kafir ateis uniform resource locator,1
ah cuma citra pak,1
15 tuduh komisi berantas korupsi bukti lhi paksa putus salah coba suap vonis 16 penjara n16 penjara nama a hormat keluarga hancur fitnah komisi berantas korupsi media media bajing kolaborator komisi berantas korupsi kapok mafia bejat,1
hai dukung hitler komunis,0
hebat jokowi idola menteri muda malaysia kampret onta malah di sini cibir prestasi presiden,1
mulut bau tai babi bela orde baru arab pribumi surat pemberitahuan tahun malu ih banyak bacot culik kamu sama presiden bubar 2030 uniform resource locator,1
syetannn lah tidak suka dengar suara azan tidak suka lihat orang hijab apa mungkin ibu setan turun iblis innalillah miris,0
tahu prambanan candi hindu kelompok candi dieng candi ungar gedong sanga dan lain lain borobudur candi buddha kelompok sewu kalas mendut dan lain lain,0
badja jakarta tidak butuh kalian indonesia tunggu abdi kalian,0
kebaji konghucu lukman ajar cocok cocok penis 4 istri penggal kafir,1
hidup prabowo anak soemitro penghianat bangsa,1
titit titit hambur keluar,0
gereja kristen jawa ya,0
ambil sana tete mama kamu ambil gue nete sama sapi,1
minoritas te indas indonesia cina bahagia,1
asing,0
iya betul aku kok rasa bodoh balas komen komenmu tolol hehe makanya balik bangku sekolah baca banyak data jangan rasa benci otak mu jadi gagal kerja,1
percaya pakar allah it musyrik percaya sih lost respect,0
pak cik sudah tua nak apa kuadrat pak cik nih buat sepakat pakai kopiah minta sedekah jual kismis pak cik muda lagi bila pak cik warna rambut kuning bawa duit banyak kita oke kan nini anjing xf0 x9f x90 xbc xf0 x9f x90 xbc xf0 x9f x90,1
waktu terima order honor apa sempat pikir hati bani salah dosa tanggung kalau sempat pikir yakin bani yani tidak laku honor hasil,0
salah korg kait gan gay orang nak alim selamat saviour korg orang asing tengok gay truk gay ciri sahaja tengok individu rakyat biar,0
yaapssss promosi ayo promosi asi games 2018,0
citra jokowi legowo bantu rohingya prabowo amien rais diam uniform resource locator,1
orang ahli kitab yahudi nasrani beri salam kalian balas ucap wa xe2 x80 x99alaikum xe2 x80 x9d hari bukhari muslim,0
ustaz bawa politik dungu,1
golong asing untung tolong sepuh pasar gambar buah peta sederhana pandu telusur lingkung takut sesat,0
coba buka klarifikasi cuma kan belum minta maaf sama masyarakat inti bhentiin acara lupa acara bagus tidak melulu modal hahahihi bobot didik,0
kuasa coba adil amanah tolak atur perintah ganti undang undang otoriter tolak atur perintah ganti undang undang anti islam lengser jokowi,1
ulama kenal,0
peang sayang cinta bolot sok pintar lot gue,1
salam pak pasek bagaimana sistem kembang kampung budaya bal sedang advokasi alih hak komunitas rumah adat minangkabau jadi aset daerah rangka kembang wisata,0
sistem pilih langsung incumbent untung jabat presiden batas 32 pimpin presiden,0
insyaallah coba tanggal 24 mei lihat airpo ajati tampung 5 6 juta tumpang rupa airpo soekarno hatta presiden,0
iya tidak depan museum brawijaya banget tank depan bawa bom takjil kok macam hem xf0 x9f x98 x90,0
acara tidak mutu ulah mantan aktivis bagaimana nih organisasi masyarakat mahasiswa gembong partai komunis indonesia jadi musuh bebuyutan himpun mahasiswa islam,0
aaaah mana sih politis gerindra nih orang jokowi omong sedikit sedikit banyak malah bagi bagi sepeda,1
mas sangat harap jakarta banyak sekolah sekolah hafiz qur an turki,0
ya cacat rupa,1
anies sebut super gubernur isi kuliah umum maroko jauh banget sama enggak benar kandang markas komando anies memang top,0
yu songsong presiden baru di tahun 2019,0
bapak prabowo bagai gagas indonesia hutang iya soemitro,1
mampus iya marah hyung 13 gue wkwk,1
beda 1 cocok keparat xf0 x9f x98 xa4 xf0 x9f x98 xa4,1
gerombol partai adil sejahtera booking pecun hotel travel fashion hotel area gunung sahari plus markas besar alexis cuma tumbal buat citra sisa aman sama wan abud,0
alay kamu tong kampung,1
miris impor cangkul impor ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plonga plongo dunning kruger effect,1
duduk samping aziz rabi menteri energi pe ambang minyak raja maroko diskusi substantif berjejaring cari peluang kerja muncul konferensi,0
mata sipit mau marah mau senang mau lirik mau apa tetap segar haha enak nya sih mata sipit,0
komisi berantas korupsi 10 anggota dewan wakil rakyat daerah sumatra utara uang wa a ekonomi,0
fadli zoom politik sih politik tahu negara satu republik indonesia sejarah jangan lupa penting pribadi partai sadar biar jangan kaco negara yuk bela bantu pak presiden jokowi makmur,0
sih tebar benci sara kampanye anis sandi ya ya ya habis pikir,1
bicara aku kalau curang pilih kepala daerah daerah khusus ibukota jakarta kemarin uniform resource locator mundur cara hormat,1
jadi curiga mungkin uang enam triliun buat biaya kampanye pilih presiden kok budiono jadi wakil presiden detik detik akhir mugkin kelumit mantan presiden wakil tidak kena hukum alias kebal hukum,1
bukan soal tekan jabat siasat lari lingkar politik antek milik modal islam progresif sesuai mukadimah undang undang dasar amal qs al hujurat,0
juang kalah ahok pindah lengser jokowi,1
budaya lepas kodok ikan burung awal tahun budaya cina kuno pak benar siapa jujur rakyat indonesia 2019 ganti presiden,1
rejim partai komunis indonesia lengser jokowi pimpin tukang kriminalisasi ulama,1
sih burung 2030 indonesia bubar sih kerbau 2030 indonesia kuat monyet nasib negeri monyet wkkkkwkk serius banget ah rieuttt,1
cebong tolol lari nyata xf0 x9f xa4 xa3,1
mulai maki cebong kaum codot main korban much,1
menteri hubung presiden jokowi ikan ide arah proses bangun bandara ajati,0
zaman soegija konsep 100 katolik 100 indonesia xf0 x9f x87 xae xf0 x9f x87 xa9,0
allahu akbar jokowi kenal islam moderat konferensi tingkat tinggi ulama cendekiawan muslim dunia,0
kalau bangkai kubur tanah lama lama cium bau sama bohong kamu,0
lah kok makin tolol nih orang wkwk mana gue tau gue bukan anggota bodooh,1
nama cantik mu tak iring hati busuk mu aku ber agama laku lebih bagus sembah berhala dasar apa kamu sebut cebong tunjuk ayat kitab suci mu manusia sebut cebong otak mu dangkal kedok agama laku se,1
kristen,0
haha banci kaleng langsung nyungsep pakai akun palsu banci ya saracen waspada waspada,1
kacung terima perintah terima kritik moga pimpin simbol kacung kacung kacung kacung terima kacung tunas subur semerbak harum bunga bangkai,1
begoooo kalau postingg lihat lihat dulu idiot,1
biadab perempuan iblis,1
komunis zionis yahudi,1
banjir kota bandung apa kabupaten mas,0
simpul cuci tangan cari selamat ya berengsek uniform resource locator,1
rribantenpagiini duga masalah ekonomi orang guru sekolah dasar nekat gantung diri,0
aku buat thread jadi tenaga kerja indonesia di malaysia jam kerja enam belas jam benar kilang memang jahanam betul,1
ancam lengser jokowi front bela islam alumni 212 undang undang atur lengser jokowi permisi dukung,1
tempat sesat cari jalan mau pagi maktab gaya xf0 x9f x98 x82 jalan jalan pintas situ tutup konstruksi nya nih xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 hambar gila kamu turn kamu turn sini xf0 x9f x98 x86 xf0 x9f x92 x94 uniform resource locator,0
haha bikin tonton ikut sarap dad kalau main main gitar,0
lembaga swadaya masyarakat gerak tolak berita hoaks sukses pilih kepala daerah wilayah kota,0
nete abang 3 ggg,1
beliau pimpin hebat indonesia bangga,0
tau sih cantik kagum tengku zul kacrut,1
harap maklum pak buat isu toku dekat idiot xf0 x9f x98 x9d,0
dulu citra semua lemah polos terima banyak kalang rakyat orang cilik tak sadar kibul modus sederhana sih kaos oblong sandal jepit aku mau presiden baru 2019 ganti presiden,1
jokowi suruh mundur,1
manusia otak kotor lebih kotor kotor onta,1
wah hebat pak sibuk citra baca nih,1
perintah jangan pihak bastian lengser jokowi tidak ikut halang halang aksi bela islam,1
indonesia lawyers club aku islam sok debat pak partai dukung nista agama nurani mana 2019 ganti presiden,1
rapat cc,0
sontoloyo gembala itik istilah alami geser makna tidak beres lambat dan bagai sama kayak bajing benar kendara cikar betul tidak mas,1
ngewe berapa,0
banci jangan tagged aku jijik sok kenal,1
putar film nya deklarator ai komunis indonesia nama ketua nya komunis cina soviet,1
baju yahudi top 4 bas geng jubah putih kopiah minyak atar janggut dahi belekok bak ahli syurga nih out of place mohon rajam,0
kontras radikal intoleran,1
kemarin kamu jadi mantu maling goblok dong oi,1
jangan salam dua periode wujud jokowi presiden pilih 2019 insyaallah do seluruh rakyat negeri diijabah allah subhanahu wa taala usaha ikhlas indonesia jokowi pilih baik 2019,0
susilo bambang yudhoyono grand master politik sanggup beliau jokowi presiden uniform resource locator,1
cari benar buka hal hal lewat di masa lalu main salah kok bela idiot,1
pasuk abad 16 bangsa po ugis indonesia tuju dagang usaha sebar agama katolik capai tuju,0
turonggo sila muda kota tolak berita hoaks sukses pilih kepala daerah wilayah kota kedi,0
jaga stabilitas politik aman hemat uang negara saran pilih kepala daerah cukup pilih badan musyawarat desa badan musyawarat desa non partai kalau dewan wakil rakyat daerah mungkin transaksional,0
partai demokrasi indonesia komunis ya,1
nah lah kata anti asing,0
asa kena sekakmat ya sembuh sembuh ya dana pensiun sah dewan wakil rakyat lo orang orang dewan wakil rakyat xf0 x9f x98 x82,0
5 kena cinta via,0
amit amit jabang bayi dopinadoh minggato setan gembel setan banci surat putus otorisasi lini,1
debat final pilih kepala daerah jakarta bu silvy curhat pernah marah sama pak ahok hehe,0
biar panas alias babi kaaaaau wkwk canda mamah gue,1
bukan antek asing kalau impor cina usung partai adil sejahtera gera indonesia raya nurut aku bukan partai gera tidak pernah munaspil ketua umum xf0 x9f x98 x80,0
jokowi motor listrik produsen motor langsung lirik papua presiden joko gue,0
istilah cebong kampret kurang bau arab pakai istilah onta dungu keledai liar,1
waspada di semua lini banyak susup kader partai komunis indonesia antek cina komunis,1
bangkai kg tidur siang,1
jelang tahun baru tidak ide buat makan sama kesini bro warung pempek palembang jalan wr supratman senggol budaya tohpati,0
usir orang orang buddha kristen indonesia bakar rumah rumah orang orang kristen buddha,1
trade war amp tensi geopolitik reda fokus indikator ekonomi,0
ngapain pusing goblok kamu nya ekspose zionisme keparat jangan jangan kamu expose berita kayak begini orang gila senang mengadudombakan orang,1
pak ahok tetap semangat selalu harga kerja keras bapak ucap selamat atas menang pasang calon nomor aniessandi,0
subhanallah ahok vonis salah naudzubillahimindzalik tanda wajib lengser jokowi,1
enggak kok kakak sayang sekolah aku sekolah katolik agama kok terus tiap minggu acara per agama masing masing kak good luck kak xf0 x9f x92 x9c,0
jijik apa nih haha kamu kena ingat nor haha tempat kamu buat karipap kat dapur sana bukan tepi queen,0
kabinet beranta pecah belah rezim,1
tetap jakarta 58 kecoak xc2 xb2 212 tetap jadi kacung asing xf0 x9f x98 x81,1
bencong hasil selingkuh maknya perek gerwani kuda prabowo lahir lah sih onta bencong akun abal abal ngeooaahahahaaaaa xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f x92 xa6 xf,1
tak satu partai komunis indonesia sila rekonsiliasi cebong dungu kolam,1
bukti kampus rakyat kampus mu ngkin tidak pikir jamban,0
mentari pagi agama kristen pagi buat umat nasrani lagu lagu nasrani hadir,0
xf0 x9f x98 x80 xf0 x9f x98 x80 xf0 x9f x98 x80udah tanya serius salah hihi aduh aduh masa tidak beda sampah plastik sama bangkai kapal,0
rival musuh bebuyutan pasang calon kalah putar jakarta imajinasi begono,0
lepas orang kamu cinta jauh lebih sulit banding terima cinta baru asing hati robot bijak bot zidan creative,0
ngeles mulu buka cebong kafir haha otak salah tangkap kalimat ngata ngatai islam ngeles nih cebong kafir intoleran sara munafik makan tai ahok minum rendam kolor oplos kencing onta haha,1
kasihan smpi tujuh turun anak dosa anak lahir bapa partai komunis indonesia pilih orang tua pilih nabi muhammad,0
kalian sekolah bakar anak di bawah umur cabul pilih pasang usung partai berangan partai demokrasi indonesia juang,0
dinar enterpreneur muda muslim hadap saing masyarakat ekonomi asean,0
jaga jaga muncul partai komunis indonesia juang alias partai komunis indonesia plus,1
sembako ifikat ambil alih joko kasih kerja lempar gubernur,0
hai avia maaf lihat mentionnya maaf udik banget gue buka twitter wkwk apakabsss,0
cowok asing coba ajak kenal bikin asyik bareng beli program kerja obrol posko malam betah bawa sedia film biar kerja wkwk,0
oi anjing lacur ya laku bejat dasar anak haram wkwk,1
provokasi mayat politisasi agama kalah pilih kepala daerah daerah khusus ibukota begini cara cebong deskripsi kalah junjung for your information ahok belum pernah ikut pilih apa camat jadi wakil bukan etnis mayoritas,1
arjuna juang negara muhammad nabi nista bangsa guling perintah,1
raya hari kartini istana bogor,0
caci maki nista agama nyata tahu poligami umpet apa mau sih ogah,1
biar tim sih nista agama main curang kemarin memang sengaja biar biar gaplok umat islam ramai ramai se jakarta nista,1
terima kasih pak abdi di jakarta gudang minta warga,0
ulama habib bogor isra mikraj pos kota news,0
haha sis tak pernah main sarah nih agenda yahudi semata xf0 x9f x98 x82,0
klop berontak sekaligus koruptor,1
kata anti asing tidak mau jajah cara ekonomi sama cina kok impor sana,0
diskusi bilang bangkit partai komunis indonesia bela partai komunis indonesia paksa tuduh antek komunis,1
kasar komunis free sex cadang minyak limpah mudah capai had,0
iya klarifikasi deny hantam dasar kutuk,1
dewan wakil rakyat daerah sibuk terima suap kandidat partai politik dukung pilih kepala daerah langsung hapus,0
habis sahur jam 10 si bayi nete kali lemas xf0 x9f xa4 xa2,0
bangkit listrik tenaga panas bumi besar dunia citipeka sidang ahok tebak2anhajidjarot,0
bacot doang gue berani laku,1
mt kena dare bajing 3,1
jaewon main hanbin raesung antek antek sih lagu,0
hwahaha ngawur mana bukti al anak allah coba terang kitab injil acak murni,0
setya novanto menang hukum mati suri uniform resource locator,1
jangan mau deh naik titit sen mual,0
bukan lihat pintar malah lihat bodoh bikin malu az sama az orang mau lahir tangan dokter gigi ngawur,1
rasulullah bilang xe2 x80 x9ctiap bayi lahir suci orang tua yahudi nasrani majusi xe2 x80 x9d,0
wah orang kafir mau masuk surga orang islam tidak tidak bakal sila cari surga kalau xf0 x9f x98 x82,1
